full_name,state,party,role,cc_score,cc_score_state_mean,color,x_score
Jim Keane,Montana,Democrat,Representative,47.5,42.4651754,blue,47.5
Ross Fitzgerald,Montana,Republican,Representative,20,42.4651754,red,20
Cary Smith,Montana,Republican,Senator,6.2,42.4651754,red,6.2
Derek Skees,Montana,Republican,Representative,2.5,42.4651754,red,2.5
Mark Sweeney,Montana,Democrat,Senator,95.5,42.4651754,blue,95.5
John Fuller,Montana,Republican,Representative,0,42.4651754,red,0
Steve Fitzpatrick,Montana,Republican,Senator,20,42.4651754,red,20
Rynalea Whiteman Pena,Montana,Democrat,Representative,100,42.4651754,blue,100
Kim Abbott,Montana,Democrat,Representative,100,42.4651754,blue,100
Llew Jones,Montana,Republican,Representative,16.9,42.4651754,red,16.9
Bob Keenan,Montana,Republican,Senator,6.2,42.4651754,red,6.2
Kenneth Holmlund,Montana,Republican,Representative,16.4,42.4651754,red,16.4
Mike Hopkins,Montana,Republican,Representative,50,42.4651754,red,50
Jennifer Carlson,Montana,Republican,Representative,18.2,42.4651754,red,18.2
Sharon Stewart-Peregoy,Montana,Democrat,Representative,87.1,42.4651754,blue,87.1
Tom McGillvray,Montana,Republican,Senator,0,42.4651754,red,0
Shane Morigeau,Montana,Democrat,Senator,100,42.4651754,blue,100
Russel Tempel,Montana,Republican,Senator,14.6,42.4651754,red,14.6
Mike Lang,Montana,Republican,Senator,8.1,42.4651754,red,8.1
Bob Phalen,Montana,Republican,Representative,18.2,42.4651754,red,18.2
Michele Binkley,Montana,Republican,Representative,27.3,42.4651754,red,27.3
Bill Mercer,Montana,Republican,Representative,4.3,42.4651754,red,4.3
Ed Stafman,Montana,Democrat,Representative,100,42.4651754,blue,100
Sara Novak,Montana,Democrat,Representative,81.8,42.4651754,blue,81.8
Bob Brown,Montana,Republican,Senator,9.8,42.4651754,red,9.8
Casey Knudsen,Montana,Republican,Representative,0,42.4651754,red,0
Jedediah Hinkle,Montana,Republican,Representative,13.2,42.4651754,red,13.2
Duane Ankney,Montana,Republican,Senator,19,42.4651754,red,19
Julie Dooling,Montana,Republican,Representative,30.4,42.4651754,red,30.4
Kenneth Bogner,Montana,Republican,Senator,9.1,42.4651754,red,9.1
Mark Thane,Montana,Democrat,Representative,100,42.4651754,blue,100
Fiona Nave,Montana,Republican,Representative,0,42.4651754,red,0
Joshua Kassmier,Montana,Republican,Representative,18.2,42.4651754,red,18.2
Mike Cuffe,Montana,Republican,Senator,18.3,42.4651754,red,18.3
Danny Tenenbaum,Montana,Democrat,Representative,100,42.4651754,blue,100
Vince Ricci,Montana,Republican,Representative,11.5,42.4651754,red,11.5
Chris Friedel,Montana,Republican,Senator,9.1,42.4651754,red,9.1
Brian Putnam,Montana,Republican,Representative,63.6,42.4651754,red,63.6
Steve Hinebauch,Montana,Republican,Senator,4.9,42.4651754,red,4.9
Ryan Lynch,Montana,Democrat,Senator,72.1,42.4651754,blue,72.1
Matt Regier,Montana,Republican,Representative,2.5,42.4651754,red,2.5
Wylie Galt,Montana,Republican,Representative,5.1,42.4651754,red,5.1
David Bedey,Montana,Republican,Representative,21.7,42.4651754,red,21.7
Jeremy Trebas,Montana,Republican,Representative,10.7,42.4651754,red,10.7
Seth Berglee,Montana,Republican,Representative,5.2,42.4651754,red,5.2
Connie Keogh,Montana,Democrat,Representative,100,42.4651754,blue,100
Brandon Ler,Montana,Republican,Representative,0,42.4651754,red,0
Donavon Hawk,Montana,Democrat,Representative,100,42.4651754,blue,100
Alice Buckley,Montana,Democrat,Representative,100,42.4651754,blue,100
Edward Buttrey,Montana,Republican,Representative,18.5,42.4651754,red,18.5
Dan Bartel,Montana,Republican,Representative,16.2,42.4651754,red,16.2
Ellie Boldman,Montana,Democrat,Senator,100,42.4651754,blue,100
Terry Gauthier,Montana,Republican,Senator,34.1,42.4651754,red,34.1
Marta Bertoglio,Montana,Republican,Representative,27.3,42.4651754,red,27.3
Jonathan Windy Boy,Montana,Democrat,Representative,81,42.4651754,blue,81
Ryan Osmundson,Montana,Republican,Senator,8.2,42.4651754,red,8.2
Robert Farris-Olsen,Montana,Democrat,Representative,100,42.4651754,blue,100
Andrea Olsen,Montana,Democrat,Representative,96.7,42.4651754,blue,96.7
Ed Hill,Montana,Republican,Representative,9.1,42.4651754,red,9.1
Bryce Bennett,Montana,Democrat,Senator,98.3,42.4651754,blue,98.3
Mary Dunwell,Montana,Democrat,Representative,100,42.4651754,blue,100
Steven Galloway,Montana,Republican,Representative,9.1,42.4651754,red,9.1
Pat Flowers,Montana,Democrat,Senator,100,42.4651754,blue,100
Mike Fox,Montana,Democrat,Senator,100,42.4651754,blue,100
Becky Beard,Montana,Republican,Representative,7.5,42.4651754,red,7.5
Larry Brewster,Montana,Republican,Representative,9.1,42.4651754,red,9.1
Kenneth Walsh,Montana,Republican,Representative,36.4,42.4651754,red,36.4
Christopher Pope,Montana,Democrat,Senator,97.7,42.4651754,blue,97.7
Kelly Kortum,Montana,Democrat,Representative,100,42.4651754,blue,100
Jen Gross,Montana,Democrat,Senator,100,42.4651754,blue,100
Carl Glimm,Montana,Republican,Senator,6.7,42.4651754,red,6.7
Derek Harvey,Montana,Democrat,Representative,82.6,42.4651754,blue,82.6
Lola Sheldon-Galloway,Montana,Republican,Representative,7.5,42.4651754,red,7.5
Jason Small,Montana,Republican,Senator,31.7,42.4651754,red,31.7
Edith McClafferty,Montana,Democrat,Senator,87.1,42.4651754,blue,87.1
Jill Cohenour,Montana,Democrat,Senator,95.3,42.4651754,blue,95.3
Frank Garner,Montana,Republican,Representative,18,42.4651754,red,18
Alexis Hansen,Nevada,Republican,Representative,56.5,83.50894221,red,56.5
Roberta Lange,Nevada,Democrat,Senator,N/A,83.50894221,grey,120
Susan Martinez,Nevada,Democrat,Representative,100,83.50894221,blue,100
Teresa Benitez-Thompson,Nevada,Democrat,Representative,100,83.50894221,blue,100
Annie Black,Nevada,Republican,Representative,N/A,83.50894221,grey,120
Dina Neal,Nevada,Democrat,Senator,97.8,83.50894221,blue,97.8
Cameron Miller,Nevada,Democrat,Representative,N/A,83.50894221,grey,120
David Orentlicher,Nevada,Democrat,Representative,N/A,83.50894221,grey,120
Chris Brooks,Nevada,Democrat,Senator,100,83.50894221,blue,100
Keith Pickard,Nevada,Republican,Senator,76.6,83.50894221,red,76.6
Bea Duran,Nevada,Democrat,Representative,100,83.50894221,blue,100
Shondra Summers-Armstrong,Nevada,Democrat,Representative,N/A,83.50894221,grey,120
Scott Hammond,Nevada,Republican,Senator,76.6,83.50894221,red,76.6
Maggie Carlton,Nevada,Democrat,Representative,95.9,83.50894221,blue,95.9
Glen Leavitt,Nevada,Republican,Representative,73.9,83.50894221,red,73.9
John Ellison,Nevada,Republican,Representative,34.9,83.50894221,red,34.9
Melissa Hardy,Nevada,Republican,Representative,73.9,83.50894221,red,73.9
Marilyn Dondero Loop,Nevada,Democrat,Senator,100,83.50894221,blue,100
Melanie Scheible,Nevada,Democrat,Senator,100,83.50894221,blue,100
Sandra Jauregui,Nevada,Democrat,Representative,100,83.50894221,blue,100
Edgar Flores,Nevada,Democrat,Representative,100,83.50894221,blue,100
Andy Matthews,Nevada,Republican,Representative,N/A,83.50894221,grey,120
Philip O'Neill,Nevada,Republican,Representative,N/A,83.50894221,grey,120
James Ohrenschall,Nevada,Democrat,Senator,100,83.50894221,blue,100
Heidi Kasama,Nevada,Republican,Representative,N/A,83.50894221,grey,120
Jim Wheeler,Nevada,Republican,Representative,40.8,83.50894221,red,40.8
Joseph Hardy,Nevada,Republican,Senator,63.8,83.50894221,red,63.8
Howard Watts,Nevada,Democrat,Representative,100,83.50894221,blue,100
Brittney Miller,Nevada,Democrat,Representative,95.9,83.50894221,blue,95.9
Carrie Buck,Nevada,Republican,Senator,N/A,83.50894221,grey,120
Jason Frierson,Nevada,Democrat,Representative,100,83.50894221,blue,100
Steve Yeager,Nevada,Democrat,Representative,100,83.50894221,blue,100
Jill Dickman,Nevada,Republican,Representative,N/A,83.50894221,grey,120
Heidi Gansert,Nevada,Republican,Senator,78.7,83.50894221,red,78.7
Lisa Krasner,Nevada,Republican,Representative,49,83.50894221,red,49
Daniele Monroe-Moreno,Nevada,Democrat,Representative,100,83.50894221,blue,100
James Settelmeyer,Nevada,Republican,Senator,61.7,83.50894221,red,61.7
Patricia Spearman,Nevada,Democrat,Senator,100,83.50894221,blue,100
Selena Torres,Nevada,Democrat,Representative,100,83.50894221,blue,100
Richard McArthur,Nevada,Republican,Representative,26.9,83.50894221,red,26.9
Fabian Donate,Nevada,Democrat,Senator,N/A,83.50894221,grey,120
Thomas Roberts,Nevada,Republican,Representative,78.3,83.50894221,red,78.3
Julia Ratti,Nevada,Democrat,Senator,100,83.50894221,blue,100
Moises Denis,Nevada,Democrat,Senator,100,83.50894221,blue,100
Robin Titus,Nevada,Republican,Representative,37,83.50894221,red,37
Dallas Harris,Nevada,Democrat,Senator,100,83.50894221,blue,100
Jill Tolles,Nevada,Republican,Representative,79.6,83.50894221,red,79.6
Ira Hansen,Nevada,Republican,Senator,40.9,83.50894221,red,40.9
Pete Goicoechea,Nevada,Republican,Senator,71.1,83.50894221,red,71.1
Tracy Brown-May,Nevada,Democrat,Representative,N/A,83.50894221,grey,120
Sarah Peters,Nevada,Democrat,Representative,100,83.50894221,blue,100
Cecelia Gonzalez,Nevada,Democrat,Representative,N/A,83.50894221,grey,120
Nicole Cannizzaro,Nevada,Democrat,Senator,100,83.50894221,blue,100
Michelle Gorelow,Nevada,Democrat,Representative,100,83.50894221,blue,100
Clara Thomas,Nevada,Democrat,Representative,N/A,83.50894221,grey,120
Lesley Cohen,Nevada,Democrat,Representative,100,83.50894221,blue,100
Ben Kieckhefer,Nevada,Republican,Senator,75,83.50894221,red,75
Gregory Hafen,Nevada,Republican,Representative,56.5,83.50894221,red,56.5
Shannon Bilbray-Axelrod,Nevada,Democrat,Representative,100,83.50894221,blue,100
Venicia Considine,Nevada,Democrat,Representative,N/A,83.50894221,grey,120
Rochelle Nguyen,Nevada,Democrat,Representative,100,83.50894221,blue,100
Natha Anderson,Nevada,Democrat,Representative,N/A,83.50894221,grey,120
Elaine Marzola,Nevada,Democrat,Representative,N/A,83.50894221,grey,120
Luis Terrazas,New Mexico,Republican,Representative,N/A,70.73993678,grey,120
Joanne Ferrary,New Mexico,Democrat,Representative,100,70.73993678,blue,100
Christine Chandler,New Mexico,Democrat,Representative,100,70.73993678,blue,100
Craig Brandt,New Mexico,Republican,Senator,35.1,70.73993678,red,35.1
Leo Jaramillo,New Mexico,Democrat,Senator,N/A,70.73993678,grey,120
Debra Sarinana,New Mexico,Democrat,Representative,100,70.73993678,blue,100
Shannon Pinto,New Mexico,Democrat,Senator,100,70.73993678,blue,100
Linda Lopez,New Mexico,Democrat,Senator,88.2,70.73993678,blue,88.2
Larry Scott,New Mexico,Republican,Representative,14.8,70.73993678,red,14.8
Raymundo Lara,New Mexico,Democrat,Representative,85.7,70.73993678,blue,85.7
Christine Trujillo,New Mexico,Democrat,Representative,95.9,70.73993678,blue,95.9
Deborah Armstrong,New Mexico,Democrat,Representative,92.9,70.73993678,blue,92.9
Benny Shendo,New Mexico,Democrat,Senator,97.1,70.73993678,blue,97.1
Joseph Cervantes,New Mexico,Democrat,Senator,94.9,70.73993678,blue,94.9
David Gallegos,New Mexico,Republican,Senator,13.7,70.73993678,red,13.7
Melanie Stansbury,New Mexico,Democrat,Representative,100,70.73993678,blue,100
Gregory Baca,New Mexico,Republican,Senator,37.5,70.73993678,red,37.5
Angelica Rubio,New Mexico,Democrat,Representative,100,70.73993678,blue,100
Zachary Cook,New Mexico,Republican,Representative,24.4,70.73993678,red,24.4
William Burt,New Mexico,Republican,Senator,39.5,70.73993678,red,39.5
Martin Hickey,New Mexico,Democrat,Senator,N/A,70.73993678,grey,120
Linda Serrato,New Mexico,Democrat,Representative,N/A,70.73993678,grey,120
Ron Griggs,New Mexico,Republican,Senator,58.3,70.73993678,red,58.3
Jacob Candelaria,New Mexico,Democrat,Senator,94.4,70.73993678,blue,94.4
Gerald Ortiz Y Pino,New Mexico,Democrat,Senator,97.4,70.73993678,blue,97.4
Antonio Maestas,New Mexico,Democrat,Representative,92.5,70.73993678,blue,92.5
Crystal Diamond,New Mexico,Republican,Senator,N/A,70.73993678,grey,120
Sheryl Stapleton,New Mexico,Democrat,Representative,91.5,70.73993678,blue,91.5
Daymon Ely,New Mexico,Democrat,Representative,100,70.73993678,blue,100
Georgene Louis,New Mexico,Democrat,Representative,100,70.73993678,blue,100
Steven Neville,New Mexico,Republican,Senator,73,70.73993678,red,73
Antoinette Sedillo Lopez,New Mexico,Democrat,Senator,100,70.73993678,blue,100
James Strickler,New Mexico,Republican,Representative,16.7,70.73993678,red,16.7
Gregg Schmedes,New Mexico,Republican,Senator,38.1,70.73993678,red,38.1
Andres Romero,New Mexico,Democrat,Representative,94.4,70.73993678,blue,94.4
Brian Egolf,New Mexico,Democrat,Representative,96.2,70.73993678,blue,96.2
Gail Chasey,New Mexico,Democrat,Representative,100,70.73993678,blue,100
William Soules,New Mexico,Democrat,Senator,92.3,70.73993678,blue,92.3
Rebecca Dow,New Mexico,Republican,Representative,48.6,70.73993678,red,48.6
Ambrose Castellano,New Mexico,Democrat,Representative,N/A,70.73993678,grey,120
William Rehm,New Mexico,Republican,Representative,27.1,70.73993678,red,27.1
Willie Madrid,New Mexico,Democrat,Representative,66.7,70.73993678,blue,66.7
Tara Lujan,New Mexico,Democrat,Representative,N/A,70.73993678,grey,120
Harold Pope,New Mexico,Democrat,Senator,N/A,70.73993678,grey,120
Doreen Johnson,New Mexico,Democrat,Representative,100,70.73993678,blue,100
William Sharer,New Mexico,Republican,Senator,21.6,70.73993678,red,21.6
Brenda McKenna,New Mexico,Democrat,Senator,N/A,70.73993678,grey,120
Anthony Allison,New Mexico,Democrat,Representative,85.7,70.73993678,blue,85.7
Harry Garcia,New Mexico,Democrat,Representative,91.4,70.73993678,blue,91.4
Meredith Dixon,New Mexico,Democrat,Representative,N/A,70.73993678,grey,120
Eliseo Alcon,New Mexico,Democrat,Representative,90.4,70.73993678,blue,90.4
Gail Armstrong,New Mexico,Republican,Representative,38.9,70.73993678,red,38.9
Patricia Roybal Cabellero,New Mexico,Democrat,Representative,100,70.73993678,blue,100
Randal Crowder,New Mexico,Republican,Representative,23.5,70.73993678,red,23.5
Cathrynn Brown,New Mexico,Republican,Representative,22.6,70.73993678,red,22.6
William O'Neill,New Mexico,Democrat,Senator,100,70.73993678,blue,100
Dayan Hochman-Vigil,New Mexico,Democrat,Representative,100,70.73993678,blue,100
Rodney Montoya,New Mexico,Republican,Representative,9.4,70.73993678,red,9.4
Miguel Garcia,New Mexico,Democrat,Representative,97.8,70.73993678,blue,97.8
Gay Kernan,New Mexico,Republican,Senator,52.6,70.73993678,red,52.6
Jack Chatfield,New Mexico,Republican,Representative,19,70.73993678,red,19
Stuart Ingle,New Mexico,Republican,Senator,35.1,70.73993678,red,35.1
Roberto Gonzales,New Mexico,Democrat,Senator,89.4,70.73993678,blue,89.4
John Woods,New Mexico,Republican,Senator,38.2,70.73993678,red,38.2
Peter Wirth,New Mexico,Democrat,Senator,100,70.73993678,blue,100
Jeff Steinborn,New Mexico,Democrat,Senator,100,70.73993678,blue,100
Micaela Cadena,New Mexico,Democrat,Representative,90.5,70.73993678,blue,90.5
Matthew McQueen,New Mexico,Democrat,Representative,92.6,70.73993678,blue,92.6
Jane Powdrell-Culbert,New Mexico,Republican,Representative,20.8,70.73993678,red,20.8
Roger Montoya,New Mexico,Democrat,Representative,N/A,70.73993678,grey,120
Joshua Hernandez,New Mexico,Republican,Representative,N/A,70.73993678,grey,120
Natalie Figueroa,New Mexico,Democrat,Representative,100,70.73993678,blue,100
Kelly Fajardo,New Mexico,Republican,Representative,43.4,70.73993678,red,43.4
Pete Campos,New Mexico,Democrat,Senator,94.7,70.73993678,blue,94.7
Andrea Romero,New Mexico,Democrat,Representative,100,70.73993678,blue,100
Phelps Anderson,New Mexico,Republican,Representative,23.8,70.73993678,red,23.8
Joshua Sanchez,New Mexico,Republican,Senator,N/A,70.73993678,grey,120
Brittney Barreras,New Mexico,Democrat,Representative,N/A,70.73993678,grey,120
Joy Garratt,New Mexico,Democrat,Representative,100,70.73993678,blue,100
Ryan Lane,New Mexico,Republican,Representative,N/A,70.73993678,grey,120
Kristina Ortez,New Mexico,Democrat,Representative,N/A,70.73993678,grey,120
Patricia Lundstrom,New Mexico,Democrat,Representative,74.5,70.73993678,blue,74.5
Javier Martinez,New Mexico,Democrat,Representative,96.1,70.73993678,blue,96.1
Karen Bash,New Mexico,Democrat,Representative,100,70.73993678,blue,100
Rachel Black,New Mexico,Republican,Representative,0,70.73993678,red,0
Mimi Stewart,New Mexico,Democrat,Senator,94.9,70.73993678,blue,94.9
Siah Correa Hemphill,New Mexico,Democrat,Senator,N/A,70.73993678,grey,120
Doreen Gallegos,New Mexico,Democrat,Representative,94,70.73993678,blue,94
George Munoz,New Mexico,Democrat,Senator,68.6,70.73993678,blue,68.6
Greg Nibert,New Mexico,Republican,Representative,13.5,70.73993678,red,13.5
Martin Zamora,New Mexico,Republican,Representative,9.5,70.73993678,red,9.5
Candie Sweetser,New Mexico,Democrat,Representative,72.2,70.73993678,blue,72.2
Daniel Ivey-Soto,New Mexico,Democrat,Senator,97,70.73993678,blue,97
Bill Tallman,New Mexico,Democrat,Senator,96.9,70.73993678,blue,96.9
Mark Moores,New Mexico,Republican,Senator,40,70.73993678,red,40
Katy Duhigg,New Mexico,Democrat,Senator,N/A,70.73993678,grey,120
Stefani Lord,New Mexico,Republican,Representative,N/A,70.73993678,grey,120
Nancy Rodriguez,New Mexico,Democrat,Senator,100,70.73993678,blue,100
Randall Pettigrew,New Mexico,Republican,Representative,N/A,70.73993678,grey,120
Michael Padilla,New Mexico,Democrat,Senator,100,70.73993678,blue,100
Susan Herrera,New Mexico,Democrat,Representative,95.2,70.73993678,blue,95.2
James Townsend,New Mexico,Republican,Representative,11.1,70.73993678,red,11.1
Elizabeth Stefanics,New Mexico,Democrat,Senator,96.8,70.73993678,blue,96.8
Candy Ezzell,New Mexico,Republican,Representative,11.5,70.73993678,red,11.5
Cliff Pirtle,New Mexico,Republican,Senator,40.5,70.73993678,red,40.5
Nathan Small,New Mexico,Democrat,Representative,100,70.73993678,blue,100
Jason Harper,New Mexico,Republican,Representative,26,70.73993678,red,26
Derrick Lente,New Mexico,Democrat,Representative,89.2,70.73993678,blue,89.2
Marian Matthews,New Mexico,Democrat,Representative,100,70.73993678,blue,100
Elizabeth Thomson,New Mexico,Democrat,Representative,100,70.73993678,blue,100
Carrie Hamblen,New Mexico,Democrat,Senator,N/A,70.73993678,grey,120
Alonzo Baldonado,New Mexico,Republican,Representative,21.2,70.73993678,red,21.2
Antwan McClellan,New Jersey,Republican,Representative,0,72.75170027,red,0
Serena DiMaso,New Jersey,Republican,Representative,36.4,72.75170027,red,36.4
Eliana Pintor Marin,New Jersey,Democrat,Representative,95.2,72.75170027,blue,95.2
Linda Carter,New Jersey,Democrat,Representative,90.9,72.75170027,blue,90.9
Michael Doherty,New Jersey,Republican,Senator,24.2,72.75170027,red,24.2
Herbert Conaway,New Jersey,Democrat,Representative,94.7,72.75170027,blue,94.7
Jon Bramnick,New Jersey,Republican,Representative,40,72.75170027,red,40
Gabriela Mosquera,New Jersey,Democrat,Representative,96.2,72.75170027,blue,96.2
Gerald Cardinale,New Jersey,Republican,Senator,38.1,72.75170027,red,38.1
John Catalano,New Jersey,Republican,Representative,0,72.75170027,red,0
Joseph Pennacchio,New Jersey,Republican,Senator,33.8,72.75170027,red,33.8
Troy Singleton,New Jersey,Democrat,Senator,97.1,72.75170027,blue,97.1
Verlina Reynolds-Jackson,New Jersey,Democrat,Representative,95.8,72.75170027,blue,95.8
John Armato,New Jersey,Democrat,Representative,87.5,72.75170027,blue,87.5
Ronald Dancer,New Jersey,Republican,Representative,66.7,72.75170027,red,66.7
Daniel Benson,New Jersey,Democrat,Representative,96.9,72.75170027,blue,96.9
Samuel Thompson,New Jersey,Republican,Senator,34,72.75170027,red,34
Britnee Timberlake,New Jersey,Democrat,Representative,94.7,72.75170027,blue,94.7
Ryan Peters,New Jersey,Republican,Representative,47.8,72.75170027,red,47.8
Linda Greenstein,New Jersey,Democrat,Senator,97.2,72.75170027,blue,97.2
Christopher DePhillips,New Jersey,Republican,Representative,50,72.75170027,red,50
Pedro Mejia,New Jersey,Democrat,Representative,94.4,72.75170027,blue,94.4
Holly Schepisi,New Jersey,Republican,Senator,52.9,72.75170027,red,52.9
Valerie Huttle,New Jersey,Democrat,Representative,95,72.75170027,blue,95
William Moen,New Jersey,Democrat,Representative,100,72.75170027,blue,100
Parker Space,New Jersey,Republican,Representative,17.2,72.75170027,red,17.2
Nancy Munoz,New Jersey,Republican,Representative,43.9,72.75170027,red,43.9
Louis Greenwald,New Jersey,Democrat,Representative,95.3,72.75170027,blue,95.3
Aura Dunn,New Jersey,Republican,Representative,50,72.75170027,red,50
Nellie Pou,New Jersey,Democrat,Senator,92.6,72.75170027,blue,92.6
Lisa Swain,New Jersey,Democrat,Representative,76.9,72.75170027,blue,76.9
Jean Stanfield,New Jersey,Republican,Representative,0,72.75170027,red,0
Roy Freiman,New Jersey,Democrat,Representative,94.1,72.75170027,blue,94.1
Robert Karabinchak,New Jersey,Democrat,Representative,95.8,72.75170027,blue,95.8
Vin Gopal,New Jersey,Democrat,Senator,96.9,72.75170027,blue,96.9
Cleopatra Tucker,New Jersey,Democrat,Representative,96.8,72.75170027,blue,96.8
Anthony Verrelli,New Jersey,Democrat,Representative,92.3,72.75170027,blue,92.3
Dawn Addiego,New Jersey,Democrat,Senator,52.5,72.75170027,blue,52.5
Robert Auth,New Jersey,Republican,Representative,27.5,72.75170027,red,27.5
Anthony M. Bucco,New Jersey,Republican,Senator,34.6,72.75170027,red,34.6
Nicholas Sacco,New Jersey,Democrat,Senator,92.6,72.75170027,blue,92.6
Christopher Tully,New Jersey,Democrat,Representative,76.9,72.75170027,blue,76.9
Vincent Mazzeo,New Jersey,Democrat,Representative,89.1,72.75170027,blue,89.1
Sean Kean,New Jersey,Republican,Representative,48.3,72.75170027,red,48.3
Gary Schaer,New Jersey,Democrat,Representative,96.7,72.75170027,blue,96.7
John McKeon,New Jersey,Democrat,Representative,96.9,72.75170027,blue,96.9
Richard Codey,New Jersey,Democrat,Senator,93.1,72.75170027,blue,93.1
Craig Coughlin,New Jersey,Democrat,Representative,95.1,72.75170027,blue,95.1
Eric Houghtaling,New Jersey,Democrat,Representative,92.5,72.75170027,blue,92.5
Joseph Lagana,New Jersey,Democrat,Senator,96.8,72.75170027,blue,96.8
Shirley Turner,New Jersey,Democrat,Senator,98.5,72.75170027,blue,98.5
Paul Sarlo,New Jersey,Democrat,Senator,90.7,72.75170027,blue,90.7
BettyLou DeCroce,New Jersey,Republican,Representative,38.1,72.75170027,red,38.1
Benjie Wimberly,New Jersey,Democrat,Representative,94.6,72.75170027,blue,94.6
Brian Rumpf,New Jersey,Republican,Representative,26.9,72.75170027,red,26.9
Patrick Diegnan,New Jersey,Democrat,Senator,95.8,72.75170027,blue,95.8
Jay Webber,New Jersey,Republican,Representative,28.6,72.75170027,red,28.6
William Spearman,New Jersey,Democrat,Representative,92.3,72.75170027,blue,92.3
Wayne DeAngelo,New Jersey,Democrat,Representative,96.8,72.75170027,blue,96.8
Loretta Weinberg,New Jersey,Democrat,Senator,94.2,72.75170027,blue,94.2
Shavonda Sumter,New Jersey,Democrat,Representative,95.2,72.75170027,blue,95.2
"Christopher ""Kip"" Bateman",New Jersey,Republican,Senator,93,72.75170027,red,93
Declan O'Scanlon,New Jersey,Republican,Senator,45.3,72.75170027,red,45.3
Robert Singer,New Jersey,Republican,Senator,54.3,72.75170027,red,54.3
Nicholas Scutari,New Jersey,Democrat,Senator,92.5,72.75170027,blue,92.5
James Beach,New Jersey,Democrat,Senator,92.5,72.75170027,blue,92.5
Angela Mcknight,New Jersey,Democrat,Representative,96.2,72.75170027,blue,96.2
Joseph Egan,New Jersey,Democrat,Representative,94.4,72.75170027,blue,94.4
Michael Testa,New Jersey,Republican,Senator,0,72.75170027,red,0
Joann Downey,New Jersey,Democrat,Representative,92.3,72.75170027,blue,92.3
Sterley Stanley,New Jersey,Democrat,Representative,N/A,72.75170027,grey,120
John DiMaio,New Jersey,Republican,Representative,27.8,72.75170027,red,27.8
Teresa Ruiz,New Jersey,Democrat,Senator,94,72.75170027,blue,94
Kevin Rooney,New Jersey,Republican,Representative,32.4,72.75170027,red,32.4
Joseph Vitale,New Jersey,Democrat,Senator,94.3,72.75170027,blue,94.3
Steven Oroho,New Jersey,Republican,Senator,26.2,72.75170027,red,26.2
Nia Gill,New Jersey,Democrat,Senator,93.9,72.75170027,blue,93.9
Nicholas Chiaravalloti,New Jersey,Democrat,Representative,96.2,72.75170027,blue,96.2
Pamela Lampitt,New Jersey,Democrat,Representative,94.2,72.75170027,blue,94.2
Ralph Caputo,New Jersey,Democrat,Representative,96.8,72.75170027,blue,96.8
James Kennedy,New Jersey,Democrat,Representative,96,72.75170027,blue,96
Jamel Holley,New Jersey,Democrat,Representative,95.8,72.75170027,blue,95.8
Christopher Connors,New Jersey,Republican,Senator,45.9,72.75170027,red,45.9
Robert Smith,New Jersey,Democrat,Senator,97.1,72.75170027,blue,97.1
Raj Mukherji,New Jersey,Democrat,Representative,95.3,72.75170027,blue,95.3
Kristin Corrado,New Jersey,Republican,Senator,40,72.75170027,red,40
Sandra Cunningham,New Jersey,Democrat,Senator,92.9,72.75170027,blue,92.9
Thomas Kean,New Jersey,Republican,Senator,59.7,72.75170027,red,59.7
Robert Clifton,New Jersey,Republican,Representative,57.4,72.75170027,red,57.4
Nilsa Cruz-Perez,New Jersey,Democrat,Senator,90.9,72.75170027,blue,90.9
John Burzichelli,New Jersey,Democrat,Representative,91.5,72.75170027,blue,91.5
Joe Danielsen,New Jersey,Democrat,Representative,96.2,72.75170027,blue,96.2
Andrew Zwicker,New Jersey,Democrat,Representative,96.1,72.75170027,blue,96.1
DiAnne Gove,New Jersey,Republican,Representative,36.2,72.75170027,red,36.2
Yvonne Lopez,New Jersey,Democrat,Representative,95.8,72.75170027,blue,95.8
Stephen Sweeney,New Jersey,Democrat,Senator,93.1,72.75170027,blue,93.1
Adam Taliaferro,New Jersey,Democrat,Representative,98,72.75170027,blue,98
Thomas Giblin,New Jersey,Democrat,Representative,95,72.75170027,blue,95
Joseph Cryan,New Jersey,Democrat,Senator,97.7,72.75170027,blue,97.7
Angelica Jimenez,New Jersey,Democrat,Representative,95.1,72.75170027,blue,95.1
Erik Peterson,New Jersey,Republican,Representative,30,72.75170027,red,30
Gerard Scharfenberger,New Jersey,Republican,Representative,0,72.75170027,red,0
Carol Murphy,New Jersey,Democrat,Representative,95.8,72.75170027,blue,95.8
Harold Wirths,New Jersey,Republican,Representative,15.8,72.75170027,red,15.8
Erik Simonsen,New Jersey,Republican,Representative,0,72.75170027,red,0
Annette Quijano,New Jersey,Democrat,Representative,96,72.75170027,blue,96
Ronald Rice,New Jersey,Democrat,Senator,91.2,72.75170027,blue,91.2
Gregory McGuckin,New Jersey,Republican,Representative,34,72.75170027,red,34
Brian Stack,New Jersey,Democrat,Senator,94,72.75170027,blue,94
Fred Madden,New Jersey,Democrat,Senator,93.8,72.75170027,blue,93.8
Shanique Speight,New Jersey,Democrat,Representative,95.8,72.75170027,blue,95.8
Brian Bergen,New Jersey,Republican,Representative,0,72.75170027,red,0
Chris Brown,New Jersey,Republican,Senator,91.3,72.75170027,red,91.3
Edward Thomson,New Jersey,Republican,Representative,54.2,72.75170027,red,54.2
Gordon Johnson,New Jersey,Democrat,Representative,95.3,72.75170027,blue,95.3
