full_name,state,party,role,cc_score,cc_score_state_mean,color,x_score
Ann Meyer,Iowa,Republican,Representative,0,37.46321135,red,0
Brian Best,Iowa,Republican,Representative,35.3,37.46321135,red,35.3
Carter Nordman,Iowa,Republican,Representative,0,37.46321135,red,0
Robert Bacon,Iowa,Republican,Representative,35.3,37.46321135,red,35.3
Waylon Brown,Iowa,Republican,Senator,0,37.46321135,red,0
Daniel Zumbach,Iowa,Republican,Senator,15.8,37.46321135,red,15.8
Dennis Guth,Iowa,Republican,Senator,15,37.46321135,red,15
Dustin Hite,Iowa,Republican,Representative,0,37.46321135,red,0
Dave Williams,Iowa,Democrat,Representative,44.4,37.46321135,blue,44.4
Craig Williams,Iowa,Republican,Senator,0,37.46321135,red,0
Cecil Dolecheck,Iowa,Republican,Representative,35.3,37.46321135,red,35.3
Tracy Ehlert,Iowa,Democrat,Representative,77.8,37.46321135,blue,77.8
Tony Bisignano,Iowa,Democrat,Senator,71.4,37.46321135,blue,71.4
Brooke Boden,Iowa,Republican,Representative,0,37.46321135,red,0
Mary Wolfe,Iowa,Democrat,Representative,58.8,37.46321135,blue,58.8
Liz Mathis,Iowa,Democrat,Senator,76.2,37.46321135,blue,76.2
Tom Shipley,Iowa,Republican,Senator,25,37.46321135,red,25
Ruth Ann Gaines,Iowa,Democrat,Representative,80,37.46321135,blue,80
Eddie Andrews,Iowa,Republican,Representative,0,37.46321135,red,0
Jennifer Konfrst,Iowa,Democrat,Representative,77.8,37.46321135,blue,77.8
Jeff Taylor,Iowa,Republican,Senator,0,37.46321135,red,0
Adrian Dickey,Iowa,Republican,Senator,0,37.46321135,red,0
Herman Quirmbach,Iowa,Democrat,Senator,76.2,37.46321135,blue,76.2
Garrett Gobble,Iowa,Republican,Representative,0,37.46321135,red,0
Kristin Sunde,Iowa,Democrat,Representative,55.6,37.46321135,blue,55.6
Mark Lofgren,Iowa,Republican,Senator,0,37.46321135,red,0
Jason Schultz,Iowa,Republican,Senator,23.8,37.46321135,red,23.8
Jackie Smith,Iowa,Democrat,Senator,84.6,37.46321135,blue,84.6
Craig Johnson,Iowa,Republican,Senator,0,37.46321135,red,0
Monica Kurth,Iowa,Democrat,Representative,77.8,37.46321135,blue,77.8
Jake Chapman,Iowa,Republican,Senator,20,37.46321135,red,20
Amy Sinclair,Iowa,Republican,Senator,15.8,37.46321135,red,15.8
Chris Hall,Iowa,Democrat,Representative,58.8,37.46321135,blue,58.8
Dan Dawson,Iowa,Republican,Senator,0,37.46321135,red,0
Eric Gjerde,Iowa,Democrat,Representative,50,37.46321135,blue,50
Sharon Steckman,Iowa,Democrat,Representative,86.7,37.46321135,blue,86.7
Tim Kraayenbrink,Iowa,Republican,Senator,19,37.46321135,red,19
Charles Isenhart,Iowa,Democrat,Representative,82.4,37.46321135,blue,82.4
Phil Thompson,Iowa,Republican,Representative,0,37.46321135,red,0
Dean Fisher,Iowa,Republican,Representative,35.3,37.46321135,red,35.3
Annette Sweeney,Iowa,Republican,Senator,0,37.46321135,red,0
Jack Whitver,Iowa,Republican,Senator,14.3,37.46321135,red,14.3
Sue Cahill,Iowa,Democrat,Representative,100,37.46321135,blue,100
Dawn Driscoll,Iowa,Republican,Senator,0,37.46321135,red,0
Jon Jacobsen,Iowa,Republican,Representative,0,37.46321135,red,0
Joseph Bolkcom,Iowa,Democrat,Senator,81,37.46321135,blue,81
Megan Hess Jones,Iowa,Republican,Representative,37.5,37.46321135,red,37.5
Wesley Breckenridge,Iowa,Democrat,Representative,44.4,37.46321135,blue,44.4
Beth Wessel-Kroeschell,Iowa,Democrat,Representative,88.2,37.46321135,blue,88.2
Tim Goodwin,Iowa,Republican,Senator,0,37.46321135,red,0
Steven Holt,Iowa,Republican,Representative,29.4,37.46321135,red,29.4
Jim Lykam,Iowa,Democrat,Senator,72.2,37.46321135,blue,72.2
Mark Costello,Iowa,Republican,Senator,19,37.46321135,red,19
Carrie Koelker,Iowa,Republican,Senator,0,37.46321135,red,0
Dave Jacoby,Iowa,Democrat,Representative,88.2,37.46321135,blue,88.2
Brian Lohse,Iowa,Republican,Representative,0,37.46321135,red,0
Claire Celsi,Iowa,Democrat,Senator,100,37.46321135,blue,100
Chris Cournoyer,Iowa,Republican,Senator,0,37.46321135,red,0
Nate Boulton,Iowa,Democrat,Senator,84.6,37.46321135,blue,84.6
Robert Hogg,Iowa,Democrat,Senator,84.2,37.46321135,blue,84.2
Molly Donahue,Iowa,Democrat,Representative,100,37.46321135,blue,100
Steve Hansen,Iowa,Democrat,Representative,50,37.46321135,blue,50
Michael Bergan,Iowa,Republican,Representative,0,37.46321135,red,0
Ras Smith,Iowa,Democrat,Representative,37.5,37.46321135,blue,37.5
Ken Rozenboom,Iowa,Republican,Senator,25,37.46321135,red,25
Tom Moore,Iowa,Republican,Representative,25,37.46321135,red,25
Art Staed,Iowa,Democrat,Representative,73.3,37.46321135,blue,73.3
Jacob Bossman,Iowa,Republican,Representative,0,37.46321135,red,0
Todd Prichard,Iowa,Democrat,Representative,58.8,37.46321135,blue,58.8
Mike Klimesh,Iowa,Republican,Senator,0,37.46321135,red,0
Julian Garrett,Iowa,Republican,Senator,14.3,37.46321135,red,14.3
Kevin Kinney,Iowa,Democrat,Senator,57.1,37.46321135,blue,57.1
Steven Bradley,Iowa,Republican,Representative,0,37.46321135,red,0
Rick Olson,Iowa,Democrat,Representative,75,37.46321135,blue,75
Jane Bloomingdale,Iowa,Republican,Representative,0,37.46321135,red,0
Martin Graber,Iowa,Republican,Representative,0,37.46321135,red,0
Ray Sorensen,Iowa,Republican,Representative,0,37.46321135,red,0
Brent Siegrist,Iowa,Republican,Representative,0,37.46321135,red,0
Zach Wahls,Iowa,Democrat,Senator,91.7,37.46321135,blue,91.7
Lindsay James,Iowa,Democrat,Representative,77.8,37.46321135,blue,77.8
Jarad Klein,Iowa,Republican,Representative,29.4,37.46321135,red,29.4
Shannon Lundgren,Iowa,Republican,Representative,0,37.46321135,red,0
Henry Stone,Iowa,Republican,Representative,0,37.46321135,red,0
Phyllis Thede,Iowa,Democrat,Representative,73.3,37.46321135,blue,73.3
Roby Smith,Iowa,Republican,Senator,23.8,37.46321135,red,23.8
Liz Bennett,Iowa,Democrat,Representative,86.7,37.46321135,blue,86.7
Zach Whiting,Iowa,Republican,Senator,0,37.46321135,red,0
Cindy Winckler,Iowa,Democrat,Representative,85.7,37.46321135,blue,85.7
Thomas Jeneary,Iowa,Republican,Representative,0,37.46321135,red,0
John Wills,Iowa,Republican,Representative,41.2,37.46321135,red,41.2
Bruce Hunter,Iowa,Democrat,Representative,88.2,37.46321135,blue,88.2
Brad Zaun,Iowa,Republican,Senator,25,37.46321135,red,25
John Landon,Iowa,Republican,Representative,42.9,37.46321135,red,42.9
Ako Abdul-Samad,Iowa,Democrat,Representative,88.2,37.46321135,blue,88.2
Joel Fry,Iowa,Republican,Representative,42.9,37.46321135,red,42.9
Matt Windschitl,Iowa,Republican,Representative,29.4,37.46321135,red,29.4
Pam Jochum,Iowa,Democrat,Senator,85.7,37.46321135,blue,85.7
Zach Nunn,Iowa,Republican,Senator,33.3,37.46321135,red,33.3
Timi Brown-powers,Iowa,Democrat,Representative,70.6,37.46321135,blue,70.6
Kirsten Running-Marquardt,Iowa,Democrat,Representative,75,37.46321135,blue,75
Mary Mascher,Iowa,Democrat,Representative,88.2,37.46321135,blue,88.2
Cherielynn Westrich,Iowa,Republican,Representative,0,37.46321135,red,0
Ross Wilburn,Iowa,Democrat,Representative,60,37.46321135,blue,60
Eric Giddens,Iowa,Democrat,Senator,100,37.46321135,blue,100
Lee Hein,Iowa,Republican,Representative,35.3,37.46321135,red,35.3
Stan Gustafson,Iowa,Republican,Representative,35.3,37.46321135,red,35.3
Michael Sexton,Iowa,Republican,Representative,35.3,37.46321135,red,35.3
Amy Nielsen,Iowa,Democrat,Representative,60,37.46321135,blue,60
Pat Grassley,Iowa,Republican,Representative,35.3,37.46321135,red,35.3
Charlie McClintock,Iowa,Republican,Representative,0,37.46321135,red,0
Mark Cisneros,Iowa,Republican,Representative,0,37.46321135,red,0
Jon Thorup,Iowa,Republican,Representative,0,37.46321135,red,0
James Carlin,Iowa,Republican,Senator,0,37.46321135,red,0
Sheila McNeill,Georgia,Republican,Senator,N/A,76.59847452,grey,120
Ed Setzler,Georgia,Republican,Representative,60,76.59847452,red,60
Carolyn Hugley,Georgia,Democrat,Representative,79.1,76.59847452,blue,79.1
Yasmin Neal,Georgia,Democrat,Representative,N/A,76.59847452,grey,120
Brad Thomas,Georgia,Republican,Representative,N/A,76.59847452,grey,120
Hugh Williamson,Georgia,Republican,Representative,63.9,76.59847452,red,63.9
Dominic Lariccia,Georgia,Republican,Representative,67.4,76.59847452,red,67.4
Michael Wilensky,Georgia,Democrat,Representative,100,76.59847452,blue,100
Jasmine Clark,Georgia,Democrat,Representative,100,76.59847452,blue,100
Steven Sainz,Georgia,Republican,Representative,76.5,76.59847452,red,76.5
John Kennedy,Georgia,Republican,Senator,64.1,76.59847452,red,64.1
Clint Crowe,Georgia,Republican,Representative,N/A,76.59847452,grey,120
Dean Burke,Georgia,Republican,Senator,66.7,76.59847452,red,66.7
Brian Strickland,Georgia,Republican,Senator,64.7,76.59847452,red,64.7
Jodi Lott,Georgia,Republican,Representative,75,76.59847452,red,75
Tonya Anderson,Georgia,Democrat,Senator,86.7,76.59847452,blue,86.7
Sandra Scott,Georgia,Democrat,Representative,85,76.59847452,blue,85
Bruce Thompson,Georgia,Republican,Senator,69.7,76.59847452,red,69.7
Donzella James,Georgia,Democrat,Senator,89.3,76.59847452,blue,89.3
David Jenkins,Georgia,Republican,Representative,N/A,76.59847452,grey,120
Clint Dixon,Georgia,Republican,Senator,N/A,76.59847452,grey,120
Tommy Benton,Georgia,Republican,Representative,57.1,76.59847452,red,57.1
Houston Gaines,Georgia,Republican,Representative,76.5,76.59847452,red,76.5
Edward Stephens,Georgia,Democrat,Representative,88,76.59847452,blue,88
Brian Prince,Georgia,Democrat,Representative,77.5,76.59847452,blue,77.5
Don Parsons,Georgia,Republican,Representative,52.4,76.59847452,red,52.4
Jan Tankersley,Georgia,Republican,Representative,69.2,76.59847452,red,69.2
Butch Parrish,Georgia,Republican,Representative,69.8,76.59847452,red,69.8
Victor Anderson,Georgia,Republican,Representative,N/A,76.59847452,grey,120
Dewey McClain,Georgia,Democrat,Representative,83.3,76.59847452,blue,83.3
Ron Stephens,Georgia,Republican,Representative,63.4,76.59847452,red,63.4
Matthew Gambill,Georgia,Republican,Representative,71.4,76.59847452,red,71.4
William Werkheiser,Georgia,Republican,Representative,69.8,76.59847452,red,69.8
Randy Nix,Georgia,Republican,Representative,58.5,76.59847452,red,58.5
Rob Leverett,Georgia,Republican,Representative,N/A,76.59847452,grey,120
Russ Goodman,Georgia,Republican,Senator,N/A,76.59847452,grey,120
Lester Jackson,Georgia,Democrat,Senator,100,76.59847452,blue,100
Mandi Ballinger,Georgia,Republican,Representative,67.6,76.59847452,red,67.6
Timothy Barr,Georgia,Republican,Representative,58.5,76.59847452,red,58.5
David Clark,Georgia,Republican,Representative,61,76.59847452,red,61
Marie Metze,Georgia,Democrat,Representative,75,76.59847452,blue,75
Kimberly Alexander,Georgia,Democrat,Representative,86,76.59847452,blue,86
Lee Hawkins,Georgia,Republican,Representative,61.9,76.59847452,red,61.9
Bill Hitchens,Georgia,Republican,Representative,65.9,76.59847452,red,65.9
Buddy DeLoach,Georgia,Republican,Representative,N/A,76.59847452,grey,120
Penny Houston,Georgia,Republican,Representative,69.8,76.59847452,red,69.8
Bill Yearta,Georgia,Republican,Representative,88.9,76.59847452,red,88.9
Viola Davis,Georgia,Democrat,Representative,94.1,76.59847452,blue,94.1
Mary Robichaux,Georgia,Democrat,Representative,94.1,76.59847452,blue,94.1
Ginny Ehrhart,Georgia,Republican,Representative,76.5,76.59847452,red,76.5
Marcus Wiedower,Georgia,Republican,Representative,76.5,76.59847452,red,76.5
Jesse Petrea,Georgia,Republican,Representative,67.4,76.59847452,red,67.4
Jason Anavitarte,Georgia,Republican,Senator,N/A,76.59847452,grey,120
Rhonda Taylor,Georgia,Democrat,Representative,N/A,76.59847452,grey,120
Todd Jones,Georgia,Republican,Representative,80,76.59847452,red,80
Mack Jackson,Georgia,Democrat,Representative,88.6,76.59847452,blue,88.6
El-Mahdi Holly,Georgia,Democrat,Representative,93.8,76.59847452,blue,93.8
Nikki Merritt,Georgia,Democrat,Senator,N/A,76.59847452,grey,120
Dewayne Hill,Georgia,Republican,Representative,76,76.59847452,red,76
Greg Dolezal,Georgia,Republican,Senator,50,76.59847452,red,50
Terry England,Georgia,Republican,Representative,58.5,76.59847452,red,58.5
Charles Martin,Georgia,Republican,Representative,55,76.59847452,red,55
David Wilkerson,Georgia,Democrat,Representative,80,76.59847452,blue,80
Emanuel Jones,Georgia,Democrat,Senator,94.6,76.59847452,blue,94.6
Shaw Blackmon,Georgia,Republican,Representative,79.3,76.59847452,red,79.3
David Dreyer,Georgia,Democrat,Representative,100,76.59847452,blue,100
Gerald Greene,Georgia,Republican,Representative,65.1,76.59847452,red,65.1
Regina Lewis-Ward,Georgia,Democrat,Representative,N/A,76.59847452,grey,120
Steve Gooch,Georgia,Republican,Senator,40,76.59847452,red,40
Brandon Beach,Georgia,Republican,Senator,56.4,76.59847452,red,56.4
Sharon Cooper,Georgia,Republican,Representative,62.5,76.59847452,red,62.5
Joseph Gullett,Georgia,Republican,Representative,70.6,76.59847452,red,70.6
Darlene Taylor,Georgia,Republican,Representative,68.3,76.59847452,red,68.3
Chuck Efstration,Georgia,Republican,Representative,66.7,76.59847452,red,66.7
Lee Anderson,Georgia,Republican,Senator,76,76.59847452,red,76
J Collins,Georgia,Republican,Representative,80,76.59847452,red,80
Randy Robertson,Georgia,Republican,Senator,64.3,76.59847452,red,64.3
Billy Hickman,Georgia,Republican,Senator,N/A,76.59847452,grey,120
Karen Mathiak,Georgia,Republican,Representative,76.9,76.59847452,red,76.9
Joe Campbell,Georgia,Republican,Representative,88.9,76.59847452,red,88.9
Ben Watson,Georgia,Republican,Senator,71.1,76.59847452,red,71.1
Renitta Shannon,Georgia,Democrat,Representative,73.1,76.59847452,blue,73.1
Nan Orrock,Georgia,Democrat,Senator,100,76.59847452,blue,100
Tyler Smith,Georgia,Republican,Representative,N/A,76.59847452,grey,120
Butch Miller,Georgia,Republican,Senator,65.7,76.59847452,red,65.7
Demetrius Douglas,Georgia,Democrat,Representative,88.1,76.59847452,blue,88.1
Derek Mallow,Georgia,Democrat,Representative,N/A,76.59847452,grey,120
Angelika Kausche,Georgia,Democrat,Representative,100,76.59847452,blue,100
Donna McLeod,Georgia,Democrat,Representative,100,76.59847452,blue,100
Freddie Sims,Georgia,Democrat,Senator,75,76.59847452,blue,75
John Albers,Georgia,Republican,Senator,64.9,76.59847452,red,64.9
John LaHood,Georgia,Republican,Representative,82.6,76.59847452,red,82.6
Michael Rhett,Georgia,Democrat,Senator,97.4,76.59847452,blue,97.4
Kim Schofield,Georgia,Democrat,Representative,95.2,76.59847452,blue,95.2
Danny Mathis,Georgia,Republican,Representative,76.5,76.59847452,red,76.5
Burt Jones,Georgia,Republican,Senator,57.9,76.59847452,red,57.9
Gregg Kennard,Georgia,Democrat,Representative,100,76.59847452,blue,100
Lauren McDonald,Georgia,Republican,Representative,N/A,76.59847452,grey,120
Jon Burns,Georgia,Republican,Representative,65,76.59847452,red,65
Shea Roberts,Georgia,Democrat,Representative,N/A,76.59847452,grey,120
Jason Ridley,Georgia,Republican,Representative,66.7,76.59847452,red,66.7
Debra Bazemore,Georgia,Democrat,Representative,100,76.59847452,blue,100
Elena Parent,Georgia,Democrat,Senator,100,76.59847452,blue,100
Matt Barton,Georgia,Republican,Representative,70.6,76.59847452,red,70.6
Kim Jackson,Georgia,Democrat,Senator,N/A,76.59847452,grey,120
Wesley Cantrell,Georgia,Republican,Representative,47.6,76.59847452,red,47.6
Samuel Park,Georgia,Democrat,Representative,100,76.59847452,blue,100
Matt Dollar,Georgia,Republican,Representative,50,76.59847452,red,50
Jennifer Jordan,Georgia,Democrat,Senator,100,76.59847452,blue,100
Rhonda Burnough,Georgia,Democrat,Representative,92.3,76.59847452,blue,92.3
Miriam Paris,Georgia,Democrat,Representative,92,76.59847452,blue,92
Frank Ginn,Georgia,Republican,Senator,56.8,76.59847452,red,56.8
James Burchett,Georgia,Republican,Representative,92.9,76.59847452,red,92.9
Lynn Smith,Georgia,Republican,Representative,66.7,76.59847452,red,66.7
Betsy Holland,Georgia,Democrat,Representative,100,76.59847452,blue,100
Roger Bruce,Georgia,Democrat,Representative,89.7,76.59847452,blue,89.7
Horacena Tate,Georgia,Democrat,Senator,96.4,76.59847452,blue,96.4
Billy Mitchell,Georgia,Democrat,Representative,83.3,76.59847452,blue,83.3
Marvin Lim,Georgia,Democrat,Representative,N/A,76.59847452,grey,120
Josh Bonner,Georgia,Republican,Representative,64,76.59847452,red,64
Tom Kirby,Georgia,Republican,Representative,52.6,76.59847452,red,52.6
Stacey Evans,Georgia,Democrat,Representative,75,76.59847452,blue,75
Jan Jones,Georgia,Republican,Representative,57.9,76.59847452,red,57.9
Pedro Marin,Georgia,Democrat,Representative,87.9,76.59847452,blue,87.9
Ed Harbison,Georgia,Democrat,Senator,88.2,76.59847452,blue,88.2
Sally Harrell,Georgia,Democrat,Senator,92.9,76.59847452,blue,92.9
Park Cannon,Georgia,Democrat,Representative,71,76.59847452,blue,71
Gail Davenport,Georgia,Democrat,Senator,94.9,76.59847452,blue,94.9
Valencia Seay,Georgia,Democrat,Senator,91.2,76.59847452,blue,91.2
Mike Cheokas,Georgia,Republican,Representative,50,76.59847452,red,50
Kay Kirkpatrick,Georgia,Republican,Senator,66.7,76.59847452,red,66.7
Richard Smith,Georgia,Republican,Representative,69.8,76.59847452,red,69.8
Scott Holcomb,Georgia,Democrat,Representative,97.6,76.59847452,blue,97.6
CaMia Hopson,Georgia,Democrat,Representative,100,76.59847452,blue,100
Tyler Harper,Georgia,Republican,Senator,64.9,76.59847452,red,64.9
Kasey Carpenter,Georgia,Republican,Representative,77.3,76.59847452,red,77.3
Lindsey Tippins,Georgia,Republican,Senator,59.5,76.59847452,red,59.5
Zulma Lopez,Georgia,Democrat,Representative,N/A,76.59847452,grey,120
Matt Brass,Georgia,Republican,Senator,60,76.59847452,red,60
Michael Smith,Georgia,Democrat,Representative,84.8,76.59847452,blue,84.8
Jeff Mullis,Georgia,Republican,Senator,60,76.59847452,red,60
James Beverly,Georgia,Democrat,Representative,90,76.59847452,blue,90
Ricky Williams,Georgia,Republican,Representative,84.6,76.59847452,red,84.6
Martin Momtahan,Georgia,Republican,Representative,64.7,76.59847452,red,64.7
Al Williams,Georgia,Democrat,Representative,82.5,76.59847452,blue,82.5
Heath Clark,Georgia,Republican,Representative,69,76.59847452,red,69
Bill Cowsert,Georgia,Republican,Senator,56.8,76.59847452,red,56.8
Eddie Lumsden,Georgia,Republican,Representative,69,76.59847452,red,69
Sam Watson,Georgia,Republican,Representative,64.3,76.59847452,red,64.3
Robert Pruitt,Georgia,Republican,Representative,N/A,76.59847452,grey,120
Sheri Gilligan,Georgia,Republican,Representative,59.4,76.59847452,red,59.4
Mark Newton,Georgia,Republican,Representative,76,76.59847452,red,76
Rick Jasperse,Georgia,Republican,Representative,62.5,76.59847452,red,62.5
Vance Smith,Georgia,Republican,Representative,64.7,76.59847452,red,64.7
Sonya Halpern,Georgia,Democrat,Senator,N/A,76.59847452,grey,120
Sheila Jones,Georgia,Democrat,Representative,88.9,76.59847452,blue,88.9
